视频序号,视频_url,视频长度（min）,视频类型,问题序号,问题,"问题类型
",答案,若涉及通用知识推理，则写出推理步骤（知识点）,依据（解题思路）,,,,,,,,,,
,,,,2,How do Gabi and Esther interact professionally?,人物属性建模,Collaborative peers.,,两人交换食谱并互相评价成品（如 Esther 说“You’re actually a great cook”），且视频结尾计划举办晚餐派对，显示她们是平等合作的同行。,,,,,,,,,,
,,,,3,How many ingredients does Esther use in total?,多线索推理,Fifteen.,,视频中Esther一共使用了15种食材：智利帝王蟹、斑点虾/Ikura、日本越光米、大蒜/青葱、辣椒、鸡蛋、酱油、鱼露、本味淋、芝麻油、蔬菜油、黄油、白胡椒。,,,,,,,,,,
,,,,4,Is Esther a good cook?,人物属性建模,Yes.,,视频中Esther自我介绍为“professional chef”，且使用高端食材如智利帝王蟹、日本越光米和鲑鱼籽制作一道菜，可以看出她厨艺精炼。,,,,,,,,,,
,,,,5,What technique prevents food from sticking to a wok?,通用知识推理,Proper heat seasoning.,Esther将锅烧至极热后涂油冷却，重复形成保护层，这一过程通过高温聚合油脂形成不粘表面，由此可以得出结论适当加热调味。,视频中Esther 强调“seasoning your wok”的步骤：将锅烧至极热后涂油冷却，重复形成保护层，这一过程通过高温聚合油脂形成不粘表面，由此可以得出结论适当加热调味。,,,,,,,,,,
41,https://www.youtube.com/watch?v=YuIc4mq7zMU,24:01,访谈 - 动态（含充分视觉信息）,1,Is mark a proud person or humble person？,"多线索推理,人物属性建模",Humble.,,模型需定位给到mark接受采访时的多个片段，并大方承认自己创立facebook时没有太多资金，对于自己闻所未闻的事物依然好奇，由此可见他是一个谦逊的人。,,,,,,,,,,
,,,,2,Do Mark and Emily have a good relationship or bad relationship?,"多线索推理,人物属性建模",Good., ,模型需定位到emily与mark相处的多个片段，采访时l他们的谈话非常顺利，并且后来在户外湖边，mark也透露自己喜欢身处于大自然，emily询问是否这样可以让他觉得逃离现实世界等片段，都可以看出他们关系很好。,,,,,,,,,,
,,,,3,Did mark start Facebook when he was young or middle-aged?,通用知识推理,When he was young.,视频中mark说自己在学生时代开始创立facebook，没有太多资金，有一种黑客心态，由此可知是在青年时期开始创立facebook。,模型需定位到mark谈论自己创立facebook时的回忆的片段，他说自己那个时候还是学生，有一种黑客的心态，认为拿到代码就可以。由此可知是青年时期。,,,,,,,,,,
,,,,4,Do founders have full control over launch of the app?,通用知识推理,No.,视频中mark说自己创立了新的软件，但是苹果公司却认为应用程序有缺陷而不给发货，把它们控制在一个范围之内，他希望自己的下一代产品可以有更多的控制权。由此可知应用程序的上市，创立者并不掌控全部控制权。,模型需定位到mark说自己的产品与苹果公司的关系的片段，他说苹果公司不给发货，并且希望以后拥有更多的控制权，这些都可以推理一个软件的创立者无法完全掌控产品的上市控制权。,,,,,,,,,,
,,,,5,Is mark not a responsible father?,"多线索推理,人物属性建模",No.,,模型需定位到mark介绍自己和孩子相处的片段以及合伙ceo对他与孩子之间相处的评价的片段。视频展示了很多mark与孩子玩耍相处的照片和视频，十分温馨，并且合伙说他会给孩子编辫子。都可以看出他是一个负责人的好父亲。,,,,,,,,,,
42,https://www.youtube.com/watch?v=tYEpOaGtxFY,22:20,测评 - 食品,1,Does Stuart have a sense of rules?,"多线索推理,人物属性建模",No.,,视频中多次提到 Stuart 在挑战中“作弊”（如提前购买甜甜圈、在奈良购买麻糬），表明他没有规则意识。,,,,,,,,,,
,,,,2,What is the relationship between Mia and Stuart?,人物属性建模,Travel companions.,,视频中两人共同旅行、入住酒店并协作完成挑战，从行为推断为“旅行伙伴”。,,,,,,,,,,
,,,,3,How many kinds of food are present?,多线索推理,Twenty-three.,,根据视频内容，共出现 23种明确提及的食物。,,,,,,,,,,
,,,,4,How long is the shelf life of most Japanese convenience store meals?,通用知识推理,Two days.,食物“expires tomorrow”（“packed yesterday”)，由此可知2天。,视频提到食物“expires tomorrow”（“packed yesterday”），由此知不多数日本便利店的商品只能在货架上待2天。,,,,,,,,,,
,,,,5,What tool aids in allergen verification in Japanese stores?,通用知识推理,Google Translate.,视频中使用 Google 翻译检查食品成分。,视频中提到使用 Google 翻译检查食品成分（“Google translating the ingredients to make sure I’m not allergic”），由此可得出结论。,,,,,,,,,,
43,https://www.youtube.com/watch?v=no0xoyJIt1I,20:37,测评 - 食品,1,Is the wex candy swallowable?,多线索推理,"No, it's not.",,模型可以通过对blogger的吃糖动作和吃过糖剩下的leftover candy分辨出这里的wex candy是不可吞咽的。,,,,,,,,,,
,,,,2,Is the blogger an outgoing or conservative girl?,"多线索推理,人物属性建模",She is an outgoing girl.,,模型可以通过对blogger 的画面进行捕捉，可以分辨出blogger是一个外向的人。,,,,,,,,,,
,,,,3,What did the blogger try after the Turkish treats?,"多跳推理,人物属性建模",She tried the Fruit by the Foot.,,模型可以通过识别视频开始之后blogger提到了Turkish treat，之后尝了Fruit by the Foot.,,,,,,,,,,
,,,,4,What's the technique that can make the treat tastes better?,通用知识推理,By freezing it.,通过冰冻零食，能够让零食迸发出更好的口感。,模型可以通过对比博主吃“the Food by the Foot”不冰冻和冰冻过后反应的对比，可以看出冰冻过后的零食更好吃。,,,,,,,,,,
,,,,5,What would symbolize the food to be safe to eat?,通用知识推理,FDA approval.,FDA是美国Food and Drug Administration的缩写，如果视频合格的话，FDA会给许可。,模型可以通过捕捉blogger通过FDA作证食品可以吃来判断出，FDA许可代表着视频健康可食。,,,,,,,,,,
44,https://www.youtube.com/watch?v=370PVGH49D0,24:31,测评 - 其他,1,Does the price of the manicure go high or low?,"多线索推理,多模态/多语言推理",Go high.,,模型可以通过识别博主说随着视频推进，美甲会变得更复杂和更贵，并且通过识别介绍各个美甲时标的价格推断出，美甲的价格是走高的。,,,,,,,,,,
,,,,2,Is the blogger fond of manicure or not?,"多线索推理,人物属性建模",Yes.,,模型可以通过识别博主说的话和在试新美甲时的表情判断出博主是喜欢美甲的。,,,,,,,,,,
,,,,3,What's the blogger favourite animal?,人物属性建模,Monkey.,,在博主尝试第二款指甲时，博主准备了一些上面有类似于气球的动物类的小装饰品，并说道来选一款最喜欢的试一下，随后拿起猴子样式的装饰品尝试，可见博主最喜欢的动物是猴子,,,,,,,,,,
,,,,4,Does 3D print perform well in making manicure even if manicure is small?,通用知识推理,Yes.,3D打印在建模方面表现出色，不论建模大小表现的都很好。,模型可以通过捕捉3D打印的小狗美甲的精细程度看出3D打印的表现很好。,,,,,,,,,,
,,,,5,Why people don't like the firing manicure that was made by paper?,通用知识推理,Because the paper one burns too fast.,纸做的燃烧美甲在燃烧时速度过快，影响欣赏。,模型可以通过对纸做的燃烧美甲燃烧时间的识别判断出，燃烧时间过快，影响博主欣赏燃烧过程。,,,,,,,,,,
45,https://www.youtube.com/watch?v=KDKXMwoOtHY,26:35,vlog - 运动,1,What is Nelly's primary profession?,人物属性建模,Professional basketball player and content creator.,,视频中Nelly提到自己“playing pro ball”并频繁制作YouTube内容，推断其职业为篮球运动员和内容创作者。,,,,,,,,,,
,,,,2,What is the relationship between Amanda and Daniel?,人物属性建模,Amanda is Daniel's mom.,,视频中Amanda自称“mama”，随后直接与Daniel对话（“hey Daniel”），结合“Amanda Vaughn 101 yes I am mama”的上下文，可推断她是Daniel的母亲。,,,,,,,,,,
,,,,3,How many games are played in total?,多线索推理,Three.,,视频中一共出现了三次比赛。,,,,,,,,,,
,,,,4,What basketball rule allows a free shot in a 1v1 game?,通用知识推理,Offensive player scores first.,"在单挑规则中，若进攻方得分后可保留球权（即“make it, take it”）","视频中Nelly说“I’ll give you a free shot since that’s the one go it doesn’t work the same”。在单挑规则中，若进攻方得分后可保留球权（即“make it, take it”），免费投篮可能是对规则漏洞的利用或特殊奖励。",,,,,,,,,,
,,,,5,Why emphasize turning on YouTube post notifications?,通用知识推理,Boosts algorithm engagement.,平台算法会优先推送用户互动（如通知开启）频繁的内容，此举旨在提高视频的推荐权重。,视频中Nelly要求观众开启通知，并提到“YouTube algorithm”。平台算法会优先推送用户互动（如通知开启）频繁的内容，此举旨在提高视频的推荐权重。,,,,,,,,,,
46,https://www.youtube.com/watch?v=m9Vxv2Viwzw,26:46,教学 - 烹饪,1,What is the relationship between April and Marchelle?,人物属性建模,Friend.,,视频定位到最开始马尔切尔刚来的片段，April说欢迎马尔切尔的到来，马尔切尔也说感谢她的邀请，由此看出他们是朋友关系。,,,,,,,,,,
,,,,2,What's the relationship between Belle Hooks and Goria Gene Watkins?,"人物属性建模,多模态/多语言推理",They are the same person.,,"Belle Hooks是一本书的作者，而后博主提到这是她的pseudonym,来自于她祖先的名字，真名是Goria Gene Watkins，她们是同一个人",,,,,,,,,,
,,,,3,How to make walnuts soft?,通用知识推理,Soak in water in advance.,视频定位到马尔切尔做核桃肉的片段，她说她不想使用硬核桃做肉，她把核桃提前泡好水了，由此推理出泡水是让核桃变软的好方法。,模型需定位到马尔切尔做核桃肉的片段，她说她不想使用硬核桃做肉，她把核桃提前泡好水了。,,,,,,,,,,
,,,,4,"What is ""soul food""?",通用知识推理,Unhealthy food that are high in sugar.,视频定位到马尔切尔讨论她开始做健康食物的故事的片段，她说她是吃灵魂食物长大的，但是不健康，不想得糖尿病和高血压，由此推理出国外说的灵魂食物是人们喜欢吃的垃圾食品，并且容易患糖尿病和高血压的食物。,模型定位到马尔切尔讨论她开始做健康食物的故事的片段，她说她是吃灵魂食物长大的，但是不健康，不想得糖尿病和高血压，所以她开始做健康的 的食物。,,,,,,,,,,
,,,,5,Does April write books?,"多线索推理,多模态/多语言推理",Yes.,,视频中April总是提到书籍，其中她提到了她的书总是会引用一个人的话，由此推理出她会写书。,,,,,,,,,,
47,https://www.youtube.com/watch?v=JNmqk9Pau0U,26:46,访谈 - 动态（含充分视觉信息）,1,What is the relationship between Eric and Gail?,"人物属性建模,多模态/多语言推理",Acquaintance.,,从视频的开头可以看出，盖尔在介绍Eric的事迹，Eric也说谢谢盖尔的邀请，由此看出他们是熟人。,,,,,,,,,,
,,,,2,What kind of bread allows more ingredient to enter?,通用知识推理,Porous bread.,视频定位到Eric刚开始做三明治的片段，他说用这样多孔的面包可以吃到更多的东西，也由此推理出用多孔的面包做三明治可以让更多的材料进入面包，口感更好。,视频定位到Eric刚开始做三明治的片段，他说用这样多孔的面包可以吃到更多的东西，就是说的多孔的面包更容易让酱汁和材料融入。,,,,,,,,,,
,,,,3,Does Eric like plants?,人物属性建模,Yes.,,视频中可以得出的信息是Eric是植物园的院长，盖尔说他把花园建造和打理得很好，由此推理出他喜欢植物。,,,,,,,,,,
,,,,4,Why the maple syrup is put on fruits?,通用知识推理,Flavoring.,视频定位到盖尔做好沙拉往水果上淋酱的片段，她说美国原住民喜欢用来调味，由此推理出在美国可以用枫糖浆来给水果进行调味。,视频定位到盖尔做好沙拉往水果上淋酱的片段，她说美国原住民喜欢用来调味，因此放在水果上是为了调味。,,,,,,,,,,
