视频序号,视频_url,视频长度（min）,视频类型,问题序号,"问题
","问题类型
",答案,若涉及通用知识推理，则写出推理步骤（知识点）,依据（解题思路）,,,,,,,,,,
,,,,5,How to create realistic lightning flashes with ceiling LED lights?,通用知识推理,Deploy an LED matrix array across the ceiling surface.,高密度可编程LED阵列可以实现动态闪电模拟效果。,找到作者为天花板的LED灯光实现出雷电闪烁的片段，并据此推理出答案。,,,,,,,,,,
99,https://www.youtube.com/watch?v=OnrEPkFAeVs,21:21,vlog - 烹饪,1,"How long is the ""Ultimate Multi-Kitchen Challenge""?","多线索推理,通用知识推理",24 minutes.,“终极多厨房挑战”的比赛时间共24分钟。,“终极多厨房挑战”比赛有三位厨师做菜，每位厨师有8分钟的时间。,,,,,,,,,,
,,,,2,"In the Ultimate Multi-Kitchen Challenge, what ingredients does every chef use?",通用知识推理,Chocolate cake.,“终极多厨房挑战”中，每位厨师都要用到的食材是巧克力蛋糕。,根据比赛规则和三名厨师在做菜时都用到了巧克力蛋糕。,,,,,,,,,,
,,,,3,What did James do before he left the kitchen for the first time?,多跳推理,Put the pigeon in the oven.,,定位到James第一次离开厨房前的片段。,,,,,,,,,,
,,,,4,How is Kush's cooking level?,人物属性建模,Kush is very good at cooking.,,Kush在对食材的搭配很了解，做菜时得心应手，十分熟练。,,,,,,,,,,
,,,,5,"What is the relationship between Kush, Ben, and James?",人物属性建模,They are a team of cooks.,,“终极多厨房挑战”考验的是团队合作，他们三个人对彼此做的菜也很了解。,,,,,,,,,,
100,https://www.youtube.com/watch?v=9mS9DC9jPQE,21:40,vlog - 烹饪,1,How many dishes did Pete order in total?,多线索推理,There are 5 dishes in total.,,定位到皮特点菜的片段可知。,,,,,,,,,,
,,,,2,How is Pete's tolerance for spicy food?,人物属性建模,He can't eat spicy food.,,皮特吃了一点辣椒就直呼“辣死他了“。,,,,,,,,,,
,,,,3,"How to order at ""Paris Restaurant""?",通用知识推理,Order food for dine-in through the waiter/waitress. ,”巴黎酒家‘的点餐方式就是服务员堂食点单。,定位到Blondie、皮特、爱丽丝三人在“巴黎酒家”点餐的片段可推出。,,,,,,,,,,
,,,,4,"In the restaurant ""Ancient Chengdu"", how is the spiciness level of the dishes displayed? ",通用知识推理,The number of peppers marked under the menu.,在”古味成都“餐厅，菜单中每道菜下方标注的辣椒数表示菜的辣度。,根据Blondie在”古味成都“餐厅菜单中发现，很多菜品下方标有辣椒，没有辣椒表示不辣，一个辣椒表示辣，三个辣椒代表特辣可推出。,,,,,,,,,,
,,,,5,What is Blondie's occupation?,人物属性建模,Self-media creators.,,Blondie有自己的Youtube账号记录有关中国的美食景点，并收获了很多粉丝，可推测她的职业是一名自媒体创作者。,,,,,,,,,,
