视频序号,视频_url,视频长度（min）,视频类型,问题序号,问题,"问题类型
",答案,若涉及通用知识推理，则写出推理步骤（知识点）,依据（解题思路）,,,,,,,,,,
,,,,2,Is the American Tattoo Convention an annual activity?,通用知识推理,Yes.,博主提到自己来参加2024年的惠灵顿纹身展会，而去年他同样来到这个地方参加了展会，看看今年有什么不一样的地方，由此可推断American Tattoo Convention每年举办一次，是年度活动。,模型需根据博主两次参加American Tattoo Convention的时间（一次是去年，一次是今年）判断出其是否是年度活动,,,,,,,,,,
,,,,3,What could be Ricky's cultural background?,人物属性建模,Polynesian cultural background.,,作者提到波利尼西亚风味很好，······很高兴看到我们的人在这里”，这时Ricky点头暗示他对波利尼西亚风格的熟悉和认同。结合他的出生地南奥克兰（波利尼西亚人口较多的地区）和纹身职业（波利尼西亚文化中有深厚传统）可以判断他具有波利尼西亚文化背景。,,,,,,,,,,
,,,,4,Is Julia a confident and humble person?,人物属性建模,Yes.,,模型需要定位博主对Julia提问“你是纹身艺术家，你今天参加了这里的展会”，Julia回答“是的，是的”，回应简短直接，没有多余的修饰或犹豫，显示他对自己身份的肯定。当被问及“你的工作室是哪里啊”，他的回答提供具体信息时语气平稳，未借机炫耀或详述，无需通过冗长言语证明自己再结合他平静的表情，可以判断他自信低调的性格。,,,,,,,,,,
,,,,5,Does Grace have long or short hair?,多模态/多语言推理,Long hair.,,模型首先需要根据音频判断谁是Grace，然后根据视频画面去判断她是长发还是短发。,,,,,,,,,,
42,https://www.youtube.com/watch?v=EXdMsKJjp_c,36:13,教学 - 课堂互动,1,Does Youfuxijie Primary School allow teachers to have tattoos?,通用知识推理,Yes,Val不仅有纹身，而且还可以出境，说明老师有纹身在这所学校不是问题。,仔细看Val老师的手臂，他穿着短袖，有非常明显的纹身图案。,,,,,,,,,,
,,,,2,Is Youfuxijie Primary School a Chinese or Korean school?,"多模态/多语言推理,通用知识推理",Chinese,国旗、语言、孩子们的亚洲长相，以及学校的拼音名字，都能锁定学校的位置在中国。,教师黑板正上方有中国国旗，老师虽然是教英文的，他偶尔还蹦出了几个汉语词汇，而且他在提课堂要求的时候强调了不许说汉语，那说明这里就是说汉语的国家。,,,,,,,,,,
,,,,3,Is Teacher Val funny or stuffy?,人物属性建模,Funny,,比如Val老师要求学生“listen to Val”这段，他爱模仿，活力四射，能带动课堂气氛。,,,,,,,,,,
,,,,4,What did Val teach after stating the classroom rules?,多跳推理,Countdown,,定位到介绍课堂规则结尾的片段，幻灯片上出现了数字5，Val准备教数数了，字幕也提示了要进行countdown。,,,,,,,,,,
,,,,5,Are there two students sitting at every desk?,"多线索推理,多模态/多语言推理",No,,Val老师的游戏教学不止一次提到了课桌，仔细观察每一张课桌的学生，有的座位是空的，因此不是每张课桌都坐着两个小孩。,,,,,,,,,,
,,,,6,Does Teacher Val basically wear glasses all the time?,人物属性建模,Yes,,除了本节课他带着眼镜，他在开场向同学们自我介绍的时候，放的是以前拍的照片，也是戴眼镜的，他应该是一直戴。,,,,,,,,,,
,,,,7,Does Youfuxijie Primary School require children to wear school uniforms?,通用知识推理,No,衣着不统一就是不要求校服的意思，但不能断定学校没有校服。,学校有没有校服无从知晓，但是这堂课里的小朋友都穿着五颜六色的衣服，是自己的衣服。,,,,,,,,,,
43,https://www.youtube.com/watch?v=qil2gL5zoFo,25:19,教学 - 艺术,1,Is Bojana blonde or brunette?,人物属性建模,Blonde,,Bojana老师的头发大部分都是金色的，发根少部分是黑色的，但绝对不是棕色的。,,,,,,,,,,
,,,,2,How many students did Bojana teach in this video?,多线索推理,Seven,,可以从开场学校自我介绍的部分挨个计数，一共有七个学生。,,,,,,,,,,
,,,,3,How many of the students in the video have the same real names as their YouTube names?,"多线索推理,多模态/多语言推理",Zero,,还是开场学生们自我介绍的片段，字幕同时给出了他们的本名和油管名，没有一个用的真名。,,,,,,,,,,
,,,,4,Is Sew a super confident and cute person?,人物属性建模,Yes,,视频里不仅展示了Sew忘我跑调歌唱的片段，在给自己打分的时候，她毫不客气给自己打了10分，然后噗嗤一笑，自信又可爱。,,,,,,,,,,
,,,,5,Who received singing instruction from Bojana after Rainier?,多跳推理,Renae,,定位到Rainier接受指导的片段，下一个是女生Renea，跟前面自我介绍的顺序不一样。,,,,,,,,,,
,,,,6,Are Filipinos very fond of basketball and singing?,"多模态/多语言推理,通用知识推理",Yes,屏幕上出现了一个check清单，典型菲律宾人打篮球、做着IT或者护士工作，以及擅长唱歌。再加上唱歌跑调的Lery本人，打趣说自己是有缺陷型菲律宾人，说明这几个特色的确是菲律宾人的所拥有的。,定位到Lery的片段，他特意强调自己是菲律宾人，然而他不会唱歌，说明菲律宾人会唱歌，社交媒体上也经常见到会唱歌的菲律宾小男孩，其他特点并没有提。,,,,,,,,,,
,,,,7,Is the SmartLocal a Singapore-based company?,"多模态/多语言推理,通用知识推理",Yes,Bojana最先介绍了自己在新加坡当声乐老师，学生Rainier也提到了自己在新加坡的演唱经历。除了老师，其他人全是亚洲面孔，即使他们不全是新加坡人，肯定是住在新加坡的，那么这个机构所服务的local，就是指新加坡的local,"没有人提起过这家机构，也就是TSL在哪个地方，但是视频开头的MG动画介绍了,thesmartlocal的宗旨是by locals, for locals，说明即将出现的人物都是本地人。",,,,,,,,,,
44,https://www.youtube.com/watch?v=itfNQE_qmrs,20:01,vlog - 特殊事件,1,What kind of store is Not As Bitter? ,"多模态/多语言推理,通用知识推理",A coffee shop.,vexssa说自己早上通常会喝一杯抹茶拿铁，根据画面显示他们去的是Not As Bitter，因此Not As Bitter是一家咖啡店。,模型需要定位他们去买抹茶拿铁的片段，根据声音听到他们买的是抹茶拿铁，再根据画面内容识别到店名叫Not As Bitter，由此可知Not As Bitter是一家咖啡店。,,,,,,,,,,
,,,,2,Do vexssa and Matthew like their eggs cooked the same way? ,人物属性建模,No.,,模型需要定位马修做鸡蛋的片段，片段中vexssa说马修喜欢吃很熟的像橡胶一样的鸡蛋，但是自己喜欢不那么熟的鸡蛋，由此可判断两人对鸡蛋熟度的喜好不一样。,,,,,,,,,,
,,,,3,Does Vexssa prefer sweet or unsweetened chocolate? ,人物属性建模,Sweet.,,模型需要定位他们晚上吃甜品的片段，vexssa尝了巧克力说不甜，并问马修巧克力不甜为什么还要吃，并说自己喜欢健达的牛奶巧克力，由此可知vexssa喜欢吃甜的巧克力。,,,,,,,,,,
,,,,4,What food does Cava serve? ,通用知识推理,Salad bowls.,视频中马修说“this bowl”的沙拉碗是纽约最好吃的沙拉碗，比Cava、sweet green都好，由此可知Cava和sweet green也是沙拉碗店。,模型需要定位他们吃晚饭的片段，根据片段中马修对This Bowl的评价中可知Cava和sweet green也是沙拉碗店。,,,,,,,,,,
,,,,5,What did Matthew do after he finished cooking the eggs? ,多跳推理,He heated up the pie.,,模型需要首先定位马修做鸡蛋的片段，再根据片段之后的画面识别到他在给馅饼加热。,,,,,,,,,,
45,https://www.youtube.com/watch?v=w8JEqZUrb78,20:18,vlog - 运动,1,What country is Lucy from? ,人物属性建模,British.,,模型需要根据Lucy的口音判断她说的是英式口音，再根据Lucy说自己在RUNNA的活动上见到了好多认识的英国人，由此推测Lucy是英国人。,,,,,,,,,,
,,,,2,Who is Marcus? ,人物属性建模,Lucy's lover.,,模型需要根据整个视频，通过两人的相处模式判断应是情侣，因此马库斯是Lucy的爱人。,,,,,,,,,,
,,,,3,What kind of restaurant is OLIO E PIU? ,通用知识推理,An Italian restaurant.,在某个片段中画面中展示的是一个披萨和两份意面，盘子上标着OLIO E PIU，由此推测OLIO E PIU是店名，并且这是一家意大利餐厅。,模型需要定位到画面显示披萨和意面的片段，根据餐盘上的字可知店名叫OLIO E PIU，因此OLIO E PIU是一家意大利餐厅。,,,,,,,,,,
,,,,4,Are there multiple channels to register for the New York City Marathon? ,通用知识推理,Yes.,视频中Lucy说自己是通过RUNNA报名的，而马库斯是通过sports tours报名的，由此可知纽约马拉松有多个渠道报名。,模型需要定位他们去拿号码牌途中的片段，根据片段中Lucy的话可知她和马库斯是在不同渠道报的名，故可知纽约马拉松有多个渠道报名。,,,,,,,,,,
,,,,5,What did Lucy do after getting her number? ,多跳推理,She went shopping.,,模型需要首先定位Lucy拿号码牌的片段，再根据该片段之后的片段分析她去做了什么，根据画面可知她去逛街了。,,,,,,,,,,
46,https://www.youtube.com/watch?v=sOFX5HpI3yI,20:15,vlog - 旅行,1,Where is Taz from? ,"多线索推理,人物属性建模",London.,,模型需要定位多个片段，例如Taz问刚认识的朋友是否喜欢英国文化、或是她说自己认为纽约人比伦敦人友好、或是她用伦敦的某个街区类比自己住的地方等等，根据这些片段可知Taz对伦敦很了解，推测她来自伦敦。,,,,,,,,,,
,,,,2,Is Taz a sociable person? ,人物属性建模,Yes.,,模型需要定位Taz和两位女生交流的片段，根据片段可知Taz喜欢并且擅长和陌生人交朋友。,,,,,,,,,,
,,,,3,What kind of store is Urban Jungle? ,"多模态/多语言推理,通用知识推理",A clothing store.,视频中Taz说自己要去Urban jungle，根据接下来的画面看到店内都是衣服，由此可知Urban jungle是一家服装店。,模型需要根据听觉听到Taz去的店叫Urban jungle，再根据视觉看到店内都是卖衣服的，由此可知Urban jungle是服装店。,,,,,,,,,,
,,,,4,How did Taz go to eat ramen? ,多跳推理,The subway.,,模型需要首先定位Taz去吃拉面的片段，再根据该画面之前的片段分析Taz是怎么去的，根据画面内容可知Taz是坐地铁去的。,,,,,,,,,,
,,,,5,Is street performance allowed in Times Square in New York? ,"多模态/多语言推理,通用知识推理",Yes.,视频中Taz说自己来到了时代广场，根据画面内容可以看到时代广场上有人在表演，并且聚集了很多人围观，因此判断在纽约时代广场上允许艺人街头表演。,模型需要通过听觉听到Taz来到的是时代广场，再根据视觉看到画面中街头表演的场景，由此推测在纽约时代广场上允许艺人街头表演。,,,,,,,,,,
47,https://www.youtube.com/watch?v=JckfmlbU5C8,34:24,测评 - 美妆产品,1,What could be the cause that Australia has the highest occurrence of skin cancer in the world?,"多线索推理,通用知识推理",Because the sunshine is harsh and people love outdoor activities.,博主提到过澳大利亚的光照很强，而且人们喜欢户外运动，同时正因为皮肤癌发生率高，政府对防晒产品有严格的标准，也向公众宣传防晒的重要性，因此可以推断长时间暴露在强日光下与患皮肤癌的关联。,模型需整合视频信息，对澳大利亚光照强这一自然因素，以及人们的运动偏好进行归纳概括，从而得出原因,,,,,,,,,,
